Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuites_3,Firefox 64.0,,2019-02-04 15:36:32,2019-02-04 15:38:23,1m - 51.014s,PASSED
,,,,,,
Test Cases/Registration_Page/Email_Registration/1.3/verify_user_signup_using_email_account,Firefox 64.0,,2019-02-04 15:36:32,2019-02-04 15:38:23,1m - 50.627s,PASSED
"openBrowser("""")",Firefox 64.0,,2019-02-04 15:36:33,2019-02-04 15:36:54,20.710s,PASSED
maximizeWindow(),Firefox 64.0,,2019-02-04 15:36:54,2019-02-04 15:36:55,1.273s,PASSED
"navigateToUrl(""https://staging.adxasia.co.id/"")",Firefox 64.0,,2019-02-04 15:36:55,2019-02-04 15:37:38,43.384s,PASSED
waitForPageLoad(2),Firefox 64.0,,2019-02-04 15:37:38,2019-02-04 15:37:40,1.735s,PASSED
"click(findTestObject(""Email_Registration/1.1/Page_Home - ADX Asia/li_Sign In""))",Firefox 64.0,,2019-02-04 15:37:40,2019-02-04 15:37:43,2.732s,PASSED
"click(findTestObject(""Email_Registration/1.3/Page_Signup/span_Sign up""))",Firefox 64.0,,2019-02-04 15:37:43,2019-02-04 15:37:45,2.444s,PASSED
"click(findTestObject(""Email_Registration/1.3/Page_Signup/button_Sign up with Email""))",Firefox 64.0,,2019-02-04 15:37:45,2019-02-04 15:37:48,2.781s,PASSED
"setText(findTestObject(""Email_Registration/1.3/Page_Signup/input_email""), ""test21@test.com"")",Firefox 64.0,,2019-02-04 15:37:48,2019-02-04 15:37:53,4.878s,PASSED
"setText(findTestObject(""Email_Registration/1.3/Page_Signup/input_fullname""), ""Test Mulki"")",Firefox 64.0,,2019-02-04 15:37:53,2019-02-04 15:37:57,4.276s,PASSED
"setText(findTestObject(""Email_Registration/1.3/Page_Signup/input_telepon""), ""08123456789"")",Firefox 64.0,,2019-02-04 15:37:57,2019-02-04 15:38:01,4.141s,PASSED
"setText(findTestObject(""Email_Registration/1.3/Page_Signup/input_company""), ""Test"")",Firefox 64.0,,2019-02-04 15:38:01,2019-02-04 15:38:06,4.199s,PASSED
"setEncryptedText(findTestObject(""Email_Registration/1.3/Page_Signup/input_password""), ""o+tS4OuGt32nW2fw4d97xA=="")",Firefox 64.0,,2019-02-04 15:38:06,2019-02-04 15:38:10,4.239s,PASSED
"check(findTestObject(""Email_Registration/1.3/Page_Signup/label_I Agree""))",Firefox 64.0,,2019-02-04 15:38:10,2019-02-04 15:38:13,3.368s,PASSED
"click(findTestObject(""Email_Registration/1.3/Page_Signup/button_Register""))",Firefox 64.0,,2019-02-04 15:38:13,2019-02-04 15:38:16,2.310s,PASSED
closeBrowser(),Firefox 64.0,,2019-02-04 15:38:16,2019-02-04 15:38:21,5.197s,PASSED
