Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite_1,Chrome 71.0.3578.98,,2019-02-01 17:46:53,2019-02-01 17:48:01,1m - 8.046s,PASSED
,,,,,,
Test Cases/Registration_Page/Email_Registration/1.1/verify_user_signin_gmail_account,Chrome 71.0.3578.98,,2019-02-01 17:46:54,2019-02-01 17:48:01,1m - 7.073s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-02-01 17:46:54,2019-02-01 17:47:25,30.350s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-02-01 17:47:25,2019-02-01 17:47:27,2.245s,PASSED
"navigateToUrl(""https://staging.adxasia.co.id/"")",Chrome 71.0.3578.98,,2019-02-01 17:47:27,2019-02-01 17:47:40,13.181s,PASSED
"click(findTestObject(""1.1/Page_Home - ADX Asia/li_Sign In""))",Chrome 71.0.3578.98,,2019-02-01 17:47:40,2019-02-01 17:47:43,3.302s,PASSED
"setText(findTestObject(""1.1/Page_Home - ADX Asia/input_email""), ""mulkimul@gmail.com"")",Chrome 71.0.3578.98,,2019-02-01 17:47:43,2019-02-01 17:47:48,4.834s,PASSED
"setEncryptedText(findTestObject(""1.1/Page_Home - ADX Asia/input_Email_error""), ""mn5hRviTc1hO3f41WUkJsA=="")",Chrome 71.0.3578.98,,2019-02-01 17:47:48,2019-02-01 17:47:52,3.772s,PASSED
"click(findTestObject(""1.1/Page_Home - ADX Asia/button_Sign in""))",Chrome 71.0.3578.98,,2019-02-01 17:47:52,2019-02-01 17:47:54,2.189s,PASSED
waitForPageLoad(3),Chrome 71.0.3578.98,,2019-02-01 17:47:54,2019-02-01 17:47:58,3.571s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-02-01 17:47:58,2019-02-01 17:48:01,2.972s,PASSED
